date,usages.x,usages.y,usage,daynight
2021-03-23T22:00:00Z,558,0,558,0
2021-03-23T23:00:00Z,114,0,114,0
2021-03-24T00:00:00Z,172,0,172,0
2021-03-24T01:00:00Z,0,349,349,0
2021-03-24T02:00:00Z,0,493,493,0
2021-03-24T03:00:00Z,0,294,294,0
2021-03-24T04:00:00Z,0,293,293,0
2021-03-24T05:00:00Z,0,462,462,0
2021-03-24T06:00:00Z,0,381,381,1
2021-03-24T07:00:00Z,0,312,312,1
2021-03-24T08:00:00Z,0,459,459,1
2021-03-24T09:00:00Z,0,276,276,1
2021-03-24T10:00:00Z,0,156,156,1
2021-03-24T11:00:00Z,0,293,293,1
2021-03-24T12:00:00Z,0,193,193,1
2021-03-24T13:00:00Z,0,1516,1516,1
2021-03-24T14:00:00Z,0,503,503,1
2021-03-24T15:00:00Z,0,169,169,1
2021-03-24T16:00:00Z,0,192,192,1
2021-03-24T17:00:00Z,124,1,125,1
2021-03-24T18:00:00Z,45,0,45,1
2021-03-24T19:00:00Z,106,0,106,1
2021-03-24T20:00:00Z,389,0,389,1
2021-03-24T21:00:00Z,647,0,647,1
2021-03-24T22:00:00Z,506,0,506,0
2021-03-24T23:00:00Z,172,0,172,0
2021-03-25T00:00:00Z,126,0,126,0
2021-03-25T01:00:00Z,0,182,182,0
2021-03-25T02:00:00Z,0,121,121,0
2021-03-25T03:00:00Z,0,81,81,0
2021-03-25T04:00:00Z,0,38,38,0
2021-03-25T05:00:00Z,0,96,96,0
2021-03-25T06:00:00Z,0,100,100,1
2021-03-25T07:00:00Z,0,38,38,1
2021-03-25T08:00:00Z,0,76,76,1
2021-03-25T09:00:00Z,0,146,146,1
2021-03-25T10:00:00Z,0,71,71,1
2021-03-25T11:00:00Z,0,902,902,1
2021-03-25T12:00:00Z,0,1384,1384,1
2021-03-25T13:00:00Z,0,1406,1406,1
2021-03-25T14:00:00Z,0,308,308,1
2021-03-25T15:00:00Z,0,1330,1330,1
2021-03-25T16:00:00Z,0,254,254,1
2021-03-25T17:00:00Z,135,0,135,1
2021-03-25T18:00:00Z,43,0,43,1
2021-03-25T19:00:00Z,95,0,95,1
2021-03-25T20:00:00Z,111,0,111,1
2021-03-25T21:00:00Z,410,0,410,1
2021-03-25T22:00:00Z,93,0,93,0
2021-03-25T23:00:00Z,145,0,145,0
2021-03-26T00:00:00Z,95,0,95,0
2021-03-26T01:00:00Z,0,1519,1519,0
2021-03-26T02:00:00Z,0,744,744,0
2021-03-26T03:00:00Z,0,350,350,0
2021-03-26T04:00:00Z,0,419,419,0
2021-03-26T05:00:00Z,0,431,431,0
2021-03-26T06:00:00Z,0,366,366,1
2021-03-26T07:00:00Z,0,325,325,1
2021-03-26T08:00:00Z,0,377,377,1
2021-03-26T09:00:00Z,0,324,324,1
2021-03-26T10:00:00Z,0,653,653,1
2021-03-26T11:00:00Z,0,1419,1419,1
2021-03-26T12:00:00Z,0,1542,1542,1
2021-03-26T13:00:00Z,0,245,245,1
2021-03-26T14:00:00Z,0,299,299,1
2021-03-26T15:00:00Z,0,223,223,1
2021-03-26T16:00:00Z,0,259,259,1
2021-03-26T17:00:00Z,88,0,88,1
2021-03-26T18:00:00Z,58,0,58,1
2021-03-26T19:00:00Z,141,0,141,1
2021-03-26T20:00:00Z,450,0,450,1
2021-03-26T21:00:00Z,591,0,591,1
2021-03-26T22:00:00Z,547,0,547,0
2021-03-26T23:00:00Z,78,0,78,0
2021-03-27T00:00:00Z,75,0,75,0
2021-03-27T01:00:00Z,0,1006,1006,0
2021-03-27T02:00:00Z,0,599,599,0
2021-03-27T03:00:00Z,0,405,405,0
2021-03-27T04:00:00Z,0,324,324,0
2021-03-27T05:00:00Z,0,2207,2207,0
2021-03-27T06:00:00Z,0,603,603,1
2021-03-27T07:00:00Z,0,364,364,1
2021-03-27T08:00:00Z,0,382,382,1
2021-03-27T09:00:00Z,0,1531,1531,1
2021-03-27T10:00:00Z,0,444,444,1
2021-03-27T11:00:00Z,0,450,450,1
2021-03-27T12:00:00Z,0,606,606,1
2021-03-27T13:00:00Z,0,222,222,1
2021-03-27T14:00:00Z,0,313,313,1
2021-03-27T15:00:00Z,0,227,227,1
2021-03-27T16:00:00Z,0,240,240,1
2021-03-27T17:00:00Z,76,0,76,1
2021-03-27T18:00:00Z,83,0,83,1
2021-03-27T19:00:00Z,108,0,108,1
2021-03-27T20:00:00Z,44,0,44,1
2021-03-27T21:00:00Z,938,0,938,1
2021-03-27T22:00:00Z,502,0,502,0
2021-03-27T23:00:00Z,49,0,49,0
2021-03-28T00:00:00Z,170,0,170,0
2021-03-28T01:00:00Z,380,0,380,0
2021-03-28T02:00:00Z,348,0,348,0
2021-03-28T03:00:00Z,712,0,712,0
2021-03-28T04:00:00Z,308,0,308,0
2021-03-28T05:00:00Z,2146,0,2146,0
2021-03-28T06:00:00Z,711,0,711,1
2021-03-28T07:00:00Z,950,0,950,1
2021-03-28T08:00:00Z,777,0,777,1
2021-03-28T09:00:00Z,1057,0,1057,1
2021-03-28T10:00:00Z,369,0,369,1
2021-03-28T11:00:00Z,802,0,802,1
2021-03-28T12:00:00Z,547,0,547,1
2021-03-28T13:00:00Z,751,0,751,1
2021-03-28T14:00:00Z,247,0,247,1
2021-03-28T15:00:00Z,298,0,298,1
2021-03-28T16:00:00Z,206,0,206,1
2021-03-28T17:00:00Z,48,0,48,1
2021-03-28T18:00:00Z,130,0,130,1
2021-03-28T19:00:00Z,82,0,82,1
2021-03-28T20:00:00Z,581,0,581,1
2021-03-28T21:00:00Z,493,0,493,1
2021-03-28T22:00:00Z,539,0,539,0
2021-03-28T23:00:00Z,69,0,69,0
2021-03-29T00:00:00Z,99,0,99,0
2021-03-29T01:00:00Z,505,0,505,0
2021-03-29T02:00:00Z,304,0,304,0
2021-03-29T03:00:00Z,718,0,718,0
2021-03-29T04:00:00Z,1962,0,1962,0
2021-03-29T05:00:00Z,367,0,367,0
2021-03-29T06:00:00Z,426,0,426,1
2021-03-29T07:00:00Z,442,0,442,1
2021-03-29T08:00:00Z,1034,0,1034,1
2021-03-29T09:00:00Z,1680,0,1680,1
2021-03-29T10:00:00Z,318,0,318,1
2021-03-29T11:00:00Z,298,0,298,1
2021-03-29T12:00:00Z,336,0,336,1
2021-03-29T13:00:00Z,277,0,277,1
2021-03-29T14:00:00Z,261,0,261,1
2021-03-29T15:00:00Z,211,0,211,1
2021-03-29T16:00:00Z,44,0,44,1
2021-03-29T17:00:00Z,119,0,119,1
2021-03-29T18:00:00Z,72,0,72,1
2021-03-29T19:00:00Z,634,0,634,1
2021-03-29T20:00:00Z,500,0,500,1
2021-03-29T21:00:00Z,506,0,506,1
2021-03-29T22:00:00Z,89,0,89,0
2021-03-29T23:00:00Z,305,0,305,0
2021-03-30T00:00:00Z,0,320,320,0
2021-03-30T01:00:00Z,0,376,376,0
2021-03-30T02:00:00Z,0,291,291,0
2021-03-30T03:00:00Z,0,345,345,0
2021-03-30T04:00:00Z,0,417,417,0
2021-03-30T05:00:00Z,0,446,446,0
2021-03-30T06:00:00Z,0,326,326,1
2021-03-30T07:00:00Z,0,372,372,1
2021-03-30T08:00:00Z,0,318,318,1
2021-03-30T09:00:00Z,0,271,271,1
2021-03-30T10:00:00Z,0,394,394,1
2021-03-30T11:00:00Z,0,565,565,1
2021-03-30T12:00:00Z,0,284,284,1
2021-03-30T13:00:00Z,0,238,238,1
2021-03-30T14:00:00Z,0,302,302,1
2021-03-30T15:00:00Z,0,210,210,1
2021-03-30T16:00:00Z,111,0,111,1
2021-03-30T17:00:00Z,59,0,59,1
2021-03-30T18:00:00Z,114,0,114,1
2021-03-30T19:00:00Z,152,0,152,1
2021-03-30T20:00:00Z,868,0,868,1
2021-03-30T21:00:00Z,461,0,461,1
2021-03-30T22:00:00Z,107,0,107,0
2021-03-30T23:00:00Z,142,0,142,0
2021-03-31T00:00:00Z,0,423,423,0
2021-03-31T01:00:00Z,0,420,420,0
2021-03-31T02:00:00Z,0,351,351,0
2021-03-31T03:00:00Z,0,376,376,0
2021-03-31T04:00:00Z,0,443,443,0
2021-03-31T05:00:00Z,0,367,367,0
2021-03-31T06:00:00Z,0,275,275,1
2021-03-31T07:00:00Z,0,378,378,1
2021-03-31T08:00:00Z,0,277,277,1
2021-03-31T09:00:00Z,0,287,287,1
2021-03-31T10:00:00Z,0,401,401,1
2021-03-31T11:00:00Z,0,298,298,1
2021-03-31T12:00:00Z,0,236,236,1
2021-03-31T13:00:00Z,0,290,290,1
2021-03-31T14:00:00Z,0,241,241,1
2021-03-31T15:00:00Z,0,268,268,1
2021-03-31T16:00:00Z,76,0,76,1
2021-03-31T17:00:00Z,98,0,98,1
2021-03-31T18:00:00Z,66,0,66,1
2021-03-31T19:00:00Z,364,0,364,1
2021-03-31T20:00:00Z,657,0,657,1
2021-03-31T21:00:00Z,531,0,531,1
2021-03-31T22:00:00Z,65,0,65,0
2021-03-31T23:00:00Z,210,0,210,0
2021-04-01T00:00:00Z,0,155,155,0
2021-04-01T01:00:00Z,0,100,100,0
2021-04-01T02:00:00Z,0,67,67,0
2021-04-01T03:00:00Z,0,69,69,0
2021-04-01T04:00:00Z,0,92,92,0
2021-04-01T05:00:00Z,0,55,55,0
2021-04-01T06:00:00Z,0,105,105,1
2021-04-01T07:00:00Z,0,44,44,1
2021-04-01T08:00:00Z,0,320,320,1
2021-04-01T09:00:00Z,0,376,376,1
2021-04-01T10:00:00Z,0,311,311,1
2021-04-01T11:00:00Z,0,276,276,1
2021-04-01T12:00:00Z,0,249,249,1
2021-04-01T13:00:00Z,0,260,260,1
2021-04-01T14:00:00Z,0,239,239,1
2021-04-01T15:00:00Z,0,273,273,1
2021-04-01T16:00:00Z,78,1,79,1
2021-04-01T17:00:00Z,104,0,104,1
2021-04-01T18:00:00Z,65,0,65,1
2021-04-01T19:00:00Z,100,0,100,1
2021-04-01T20:00:00Z,902,0,902,1
2021-04-01T21:00:00Z,88,0,88,1
2021-04-01T22:00:00Z,96,0,96,0
2021-04-01T23:00:00Z,212,0,212,0
2021-04-02T00:00:00Z,0,447,447,0
2021-04-02T01:00:00Z,0,389,389,0
2021-04-02T02:00:00Z,0,317,317,0
2021-04-02T03:00:00Z,0,346,346,0
2021-04-02T04:00:00Z,0,380,380,0
2021-04-02T05:00:00Z,0,333,333,0
2021-04-02T06:00:00Z,0,367,367,1
2021-04-02T07:00:00Z,0,286,286,1
2021-04-02T08:00:00Z,0,425,425,1
2021-04-02T09:00:00Z,0,165,165,1
2021-04-02T10:00:00Z,0,194,194,1
2021-04-02T11:00:00Z,0,268,268,1
2021-04-02T12:00:00Z,0,303,303,1
2021-04-02T13:00:00Z,0,216,216,1
2021-04-02T14:00:00Z,0,297,297,1
2021-04-02T15:00:00Z,0,183,183,1
2021-04-02T16:00:00Z,128,0,128,1
2021-04-02T17:00:00Z,43,0,43,1
2021-04-02T18:00:00Z,128,0,128,1
2021-04-02T19:00:00Z,302,0,302,1
2021-04-02T20:00:00Z,702,0,702,1
2021-04-02T21:00:00Z,506,0,506,1
2021-04-02T22:00:00Z,66,0,66,0
2021-04-02T23:00:00Z,143,0,143,0
2021-04-03T00:00:00Z,0,356,356,0
2021-04-03T01:00:00Z,0,1249,1249,0
2021-04-03T02:00:00Z,0,429,429,0
2021-04-03T03:00:00Z,0,605,605,0
2021-04-03T04:00:00Z,0,2294,2294,0
2021-04-03T05:00:00Z,0,220,220,0
2021-04-03T06:00:00Z,0,109,109,1
2021-04-03T07:00:00Z,0,126,126,1
2021-04-03T08:00:00Z,0,63,63,1
2021-04-03T09:00:00Z,0,1640,1640,1
2021-04-03T10:00:00Z,0,421,421,1
2021-04-03T11:00:00Z,0,306,306,1
2021-04-03T12:00:00Z,0,279,279,1
2021-04-03T13:00:00Z,0,254,254,1
2021-04-03T14:00:00Z,0,300,300,1
2021-04-03T15:00:00Z,0,175,175,1
2021-04-03T16:00:00Z,140,0,140,1
2021-04-03T17:00:00Z,63,0,63,1
2021-04-03T18:00:00Z,59,0,59,1
2021-04-03T19:00:00Z,207,0,207,1
2021-04-03T20:00:00Z,811,0,811,1
2021-04-03T21:00:00Z,60,0,60,1
2021-04-03T22:00:00Z,142,0,142,0
2021-04-03T23:00:00Z,104,0,104,0
2021-04-04T00:00:00Z,303,0,303,0
2021-04-04T01:00:00Z,1154,0,1154,0
2021-04-04T02:00:00Z,201,0,201,0
2021-04-04T03:00:00Z,77,0,77,0
2021-04-04T04:00:00Z,141,0,141,0
2021-04-04T05:00:00Z,1556,0,1556,0
2021-04-04T06:00:00Z,1549,0,1549,1
2021-04-04T07:00:00Z,478,0,478,1
2021-04-04T08:00:00Z,2279,0,2279,1
2021-04-04T09:00:00Z,772,0,772,1
2021-04-04T10:00:00Z,2195,0,2195,1
2021-04-04T11:00:00Z,425,0,425,1
2021-04-04T12:00:00Z,1009,0,1009,1
2021-04-04T13:00:00Z,497,0,497,1
2021-04-04T14:00:00Z,310,0,310,1
2021-04-04T15:00:00Z,146,0,146,1
2021-04-04T16:00:00Z,106,0,106,1
2021-04-04T17:00:00Z,95,0,95,1
2021-04-04T18:00:00Z,40,0,40,1
2021-04-04T19:00:00Z,128,0,128,1
2021-04-04T20:00:00Z,79,0,79,1
2021-04-04T21:00:00Z,43,0,43,1
2021-04-04T22:00:00Z,124,0,124,0
2021-04-04T23:00:00Z,110,0,110,0
2021-04-05T00:00:00Z,84,0,84,0
2021-04-05T01:00:00Z,391,0,391,0
2021-04-05T02:00:00Z,258,0,258,0
2021-04-05T03:00:00Z,1270,0,1270,0
2021-04-05T04:00:00Z,1488,0,1488,0
2021-04-05T05:00:00Z,274,0,274,0
2021-04-05T06:00:00Z,400,0,400,1
2021-04-05T07:00:00Z,408,0,408,1
2021-04-05T08:00:00Z,407,0,407,1
2021-04-05T09:00:00Z,313,0,313,1
2021-04-05T10:00:00Z,413,0,413,1
2021-04-05T11:00:00Z,429,0,429,1
2021-04-05T12:00:00Z,296,0,296,1
2021-04-05T13:00:00Z,360,0,360,1
2021-04-05T14:00:00Z,337,0,337,1
2021-04-05T15:00:00Z,151,0,151,1
2021-04-05T16:00:00Z,145,0,145,1
2021-04-05T17:00:00Z,100,0,100,1
2021-04-05T18:00:00Z,40,0,40,1
2021-04-05T19:00:00Z,122,0,122,1
2021-04-05T20:00:00Z,107,0,107,1
2021-04-05T21:00:00Z,61,0,61,1
2021-04-05T22:00:00Z,75,0,75,0
2021-04-05T23:00:00Z,156,0,156,0
2021-04-06T00:00:00Z,244,0,244,0
2021-04-06T01:00:00Z,286,0,286,0
2021-04-06T02:00:00Z,647,0,647,0
2021-04-06T03:00:00Z,874,0,874,0
2021-04-06T04:00:00Z,637,0,637,0
2021-04-06T05:00:00Z,601,0,601,0
2021-04-06T06:00:00Z,365,0,365,1
2021-04-06T07:00:00Z,1472,0,1472,1
2021-04-06T08:00:00Z,333,0,333,1
2021-04-06T09:00:00Z,642,0,642,1
2021-04-06T10:00:00Z,533,0,533,1
2021-04-06T11:00:00Z,411,0,411,1
2021-04-06T12:00:00Z,284,0,284,1
2021-04-06T13:00:00Z,299,0,299,1
2021-04-06T14:00:00Z,240,0,240,1
2021-04-06T15:00:00Z,191,0,191,1
2021-04-06T16:00:00Z,118,0,118,1
2021-04-06T17:00:00Z,42,0,42,1
2021-04-06T18:00:00Z,122,0,122,1
2021-04-06T19:00:00Z,86,0,86,1
2021-04-06T20:00:00Z,47,0,47,1
2021-04-06T21:00:00Z,138,0,138,1
2021-04-06T22:00:00Z,126,0,126,0
2021-04-06T23:00:00Z,178,0,178,0
2021-04-07T00:00:00Z,1,394,395,0
2021-04-07T01:00:00Z,0,415,415,0
2021-04-07T02:00:00Z,0,334,334,0
2021-04-07T03:00:00Z,0,403,403,0
2021-04-07T04:00:00Z,0,330,330,0
2021-04-07T05:00:00Z,0,345,345,0
2021-04-07T06:00:00Z,0,434,434,1
2021-04-07T07:00:00Z,0,408,408,1
2021-04-07T08:00:00Z,0,262,262,1
2021-04-07T09:00:00Z,0,328,328,1
2021-04-07T10:00:00Z,0,390,390,1
2021-04-07T11:00:00Z,0,958,958,1
2021-04-07T12:00:00Z,0,342,342,1
2021-04-07T13:00:00Z,0,244,244,1
2021-04-07T14:00:00Z,0,246,246,1
2021-04-07T15:00:00Z,0,256,256,1
2021-04-07T16:00:00Z,76,0,76,1
2021-04-07T17:00:00Z,40,0,40,1
2021-04-07T18:00:00Z,113,0,113,1
2021-04-07T19:00:00Z,132,0,132,1
2021-04-07T20:00:00Z,46,0,46,1
2021-04-07T21:00:00Z,69,0,69,1
2021-04-07T22:00:00Z,106,0,106,0
2021-04-07T23:00:00Z,242,0,242,0
2021-04-08T00:00:00Z,0,141,141,0
2021-04-08T01:00:00Z,0,39,39,0
2021-04-08T02:00:00Z,0,100,100,0
2021-04-08T03:00:00Z,0,124,124,0
2021-04-08T04:00:00Z,0,54,54,0
2021-04-08T05:00:00Z,0,39,39,0
2021-04-08T06:00:00Z,0,39,39,1
2021-04-08T07:00:00Z,0,347,347,1
2021-04-08T08:00:00Z,0,361,361,1
2021-04-08T09:00:00Z,0,267,267,1
2021-04-08T10:00:00Z,0,391,391,1
2021-04-08T11:00:00Z,0,391,391,1
2021-04-08T12:00:00Z,0,266,266,1
2021-04-08T13:00:00Z,0,299,299,1
2021-04-08T14:00:00Z,0,337,337,1
2021-04-08T15:00:00Z,0,186,186,1
2021-04-08T16:00:00Z,128,1,129,1
2021-04-08T17:00:00Z,42,0,42,1
2021-04-08T18:00:00Z,40,0,40,1
2021-04-08T19:00:00Z,124,0,124,1
2021-04-08T20:00:00Z,137,0,137,1
2021-04-08T21:00:00Z,74,0,74,1
2021-04-08T22:00:00Z,79,0,79,0
2021-04-08T23:00:00Z,160,0,160,0
2021-04-09T00:00:00Z,7,836,843,0
2021-04-09T01:00:00Z,0,283,283,0
2021-04-09T02:00:00Z,0,469,469,0
2021-04-09T03:00:00Z,0,514,514,0
2021-04-09T04:00:00Z,0,310,310,0
2021-04-09T05:00:00Z,0,427,427,0
2021-04-09T06:00:00Z,0,378,378,1
2021-04-09T07:00:00Z,0,442,442,1
2021-04-09T08:00:00Z,0,296,296,1
2021-04-09T09:00:00Z,0,359,359,1
2021-04-09T10:00:00Z,0,523,523,1
2021-04-09T11:00:00Z,0,1243,1243,1
2021-04-09T12:00:00Z,0,309,309,1
2021-04-09T13:00:00Z,0,1144,1144,1
2021-04-09T14:00:00Z,0,316,316,1
2021-04-09T15:00:00Z,0,187,187,1
2021-04-09T16:00:00Z,102,0,102,1
2021-04-09T17:00:00Z,127,0,127,1
2021-04-09T18:00:00Z,41,0,41,1
2021-04-09T19:00:00Z,65,0,65,1
2021-04-09T20:00:00Z,131,0,131,1
2021-04-09T21:00:00Z,55,0,55,1
2021-04-09T22:00:00Z,76,0,76,0
2021-04-09T23:00:00Z,132,0,132,0
2021-04-10T00:00:00Z,0,407,407,0
2021-04-10T01:00:00Z,0,1010,1010,0
2021-04-10T02:00:00Z,0,441,441,0
2021-04-10T03:00:00Z,0,586,586,0
2021-04-10T05:00:00Z,0,1772,1772,0
2021-04-10T06:00:00Z,0,493,493,1
2021-04-10T07:00:00Z,0,414,414,1
2021-04-10T08:00:00Z,0,752,752,1
2021-04-10T09:00:00Z,0,1489,1489,1
2021-04-10T10:00:00Z,0,451,451,1
2021-04-10T11:00:00Z,0,361,361,1
2021-04-10T12:00:00Z,0,314,314,1
2021-04-10T13:00:00Z,0,254,254,1
2021-04-10T14:00:00Z,0,275,275,1
2021-04-10T15:00:00Z,0,212,212,1
2021-04-10T16:00:00Z,85,0,85,1
2021-04-10T17:00:00Z,112,0,112,1
2021-04-10T18:00:00Z,40,0,40,1
2021-04-10T19:00:00Z,119,0,119,1
2021-04-10T20:00:00Z,77,0,77,1
2021-04-10T21:00:00Z,41,0,41,1
2021-04-10T22:00:00Z,151,0,151,0
2021-04-10T23:00:00Z,80,0,80,0
2021-04-11T00:00:00Z,354,0,354,0
2021-04-11T01:00:00Z,385,0,385,0
2021-04-11T02:00:00Z,578,0,578,0
2021-04-11T03:00:00Z,582,0,582,0
2021-04-11T04:00:00Z,411,0,411,0
2021-04-11T05:00:00Z,2570,0,2570,0
2021-04-11T06:00:00Z,535,0,535,1
2021-04-11T07:00:00Z,1711,0,1711,1
2021-04-11T08:00:00Z,385,0,385,1
2021-04-11T09:00:00Z,380,0,380,1
2021-04-11T10:00:00Z,1551,0,1551,1
2021-04-11T11:00:00Z,223,0,223,1
2021-04-11T12:00:00Z,178,0,178,1
2021-04-11T13:00:00Z,305,0,305,1
2021-04-11T14:00:00Z,255,0,255,1
2021-04-11T15:00:00Z,135,0,135,1
2021-04-11T16:00:00Z,124,0,124,1
2021-04-11T17:00:00Z,40,0,40,1
2021-04-11T18:00:00Z,102,0,102,1
2021-04-11T19:00:00Z,92,0,92,1
2021-04-11T20:00:00Z,41,0,41,1
2021-04-11T21:00:00Z,114,0,114,1
2021-04-11T22:00:00Z,114,0,114,0
2021-04-11T23:00:00Z,64,0,64,0
2021-04-12T00:00:00Z,265,0,265,0
2021-04-12T01:00:00Z,428,0,428,0
2021-04-12T02:00:00Z,370,0,370,0
2021-04-12T03:00:00Z,1034,0,1034,0
2021-04-12T04:00:00Z,516,0,516,0
2021-04-12T05:00:00Z,313,0,313,0
2021-04-12T06:00:00Z,332,0,332,1
2021-04-12T07:00:00Z,893,0,893,1
2021-04-12T08:00:00Z,1335,0,1335,1
2021-04-12T09:00:00Z,1777,0,1777,1
2021-04-12T10:00:00Z,883,0,883,1
2021-04-12T12:00:00Z,536,0,536,1
2021-04-12T13:00:00Z,525,0,525,1
2021-04-12T14:00:00Z,319,0,319,1
2021-04-12T15:00:00Z,157,0,157,1
2021-04-12T16:00:00Z,103,0,103,1
2021-04-12T17:00:00Z,101,0,101,1
2021-04-12T18:00:00Z,43,0,43,1
2021-04-12T19:00:00Z,98,0,98,1
2021-04-12T20:00:00Z,120,0,120,1
2021-04-12T21:00:00Z,71,0,71,1
2021-04-12T22:00:00Z,68,0,68,0
2021-04-12T23:00:00Z,242,0,242,0
2021-04-13T00:00:00Z,1,197,198,0
2021-04-13T01:00:00Z,0,39,39,0
2021-04-13T02:00:00Z,0,87,87,0
2021-04-13T03:00:00Z,0,116,116,0
2021-04-13T04:00:00Z,0,39,39,0
2021-04-13T05:00:00Z,0,39,39,0
2021-04-13T06:00:00Z,0,122,122,1
2021-04-13T07:00:00Z,0,97,97,1
2021-04-13T08:00:00Z,0,73,73,1
2021-04-13T09:00:00Z,0,78,78,1
2021-04-13T10:00:00Z,0,444,444,1
2021-04-13T11:00:00Z,0,1770,1770,1
2021-04-13T12:00:00Z,0,689,689,1
2021-04-13T13:00:00Z,0,339,339,1
2021-04-13T14:00:00Z,0,223,223,1
2021-04-13T15:00:00Z,0,180,180,1
2021-04-13T16:00:00Z,132,0,132,1
2021-04-13T17:00:00Z,56,0,56,1
2021-04-13T18:00:00Z,40,0,40,1
2021-04-13T19:00:00Z,115,0,115,1
2021-04-13T20:00:00Z,142,0,142,1
2021-04-13T21:00:00Z,71,0,71,1
2021-04-13T22:00:00Z,64,0,64,0
2021-04-13T23:00:00Z,131,0,131,0
2021-04-14T00:00:00Z,4,608,612,0
2021-04-14T01:00:00Z,0,357,357,0
2021-04-14T02:00:00Z,0,54,54,0
2021-04-14T03:00:00Z,0,129,129,0
2021-04-14T04:00:00Z,0,70,70,0
2021-04-14T05:00:00Z,0,39,39,0
2021-04-14T06:00:00Z,0,98,98,1
2021-04-14T07:00:00Z,0,113,113,1
2021-04-14T08:00:00Z,0,65,65,1
2021-04-14T09:00:00Z,0,61,61,1
2021-04-14T10:00:00Z,0,391,391,1
2021-04-14T11:00:00Z,0,498,498,1
2021-04-14T12:00:00Z,0,276,276,1
2021-04-14T13:00:00Z,0,753,753,1
2021-04-14T14:00:00Z,0,547,547,1
2021-04-14T15:00:00Z,0,417,417,1
2021-04-14T16:00:00Z,146,0,146,1
2021-04-14T17:00:00Z,101,0,101,1
2021-04-14T18:00:00Z,38,0,38,1
2021-04-14T19:00:00Z,52,0,52,1
2021-04-14T20:00:00Z,130,0,130,1
2021-04-14T21:00:00Z,106,0,106,1
2021-04-14T22:00:00Z,70,0,70,0
2021-04-14T23:00:00Z,83,0,83,0
2021-04-15T00:00:00Z,0,270,270,0
2021-04-15T01:00:00Z,0,92,92,0
2021-04-15T02:00:00Z,0,69,69,0
2021-04-15T03:00:00Z,0,125,125,0
2021-04-15T04:00:00Z,0,126,126,0
2021-04-15T05:00:00Z,0,38,38,0
2021-04-15T06:00:00Z,0,39,39,1
2021-04-15T07:00:00Z,0,116,116,1
2021-04-15T08:00:00Z,0,121,121,1
2021-04-15T09:00:00Z,0,65,65,1
2021-04-15T10:00:00Z,0,707,707,1
2021-04-15T11:00:00Z,0,589,589,1
2021-04-15T12:00:00Z,0,282,282,1
2021-04-15T13:00:00Z,0,834,834,1
2021-04-15T14:00:00Z,0,513,513,1
2021-04-15T15:00:00Z,0,385,385,1
2021-04-15T16:00:00Z,91,1,92,1
2021-04-15T17:00:00Z,128,0,128,1
2021-04-15T18:00:00Z,43,0,43,1
2021-04-15T19:00:00Z,44,0,44,1
2021-04-15T20:00:00Z,114,0,114,1
2021-04-15T21:00:00Z,104,0,104,1
2021-04-15T22:00:00Z,77,0,77,0
2021-04-15T23:00:00Z,62,0,62,0
2021-04-16T00:00:00Z,0,262,262,0
2021-04-16T01:00:00Z,0,75,75,0
2021-04-16T02:00:00Z,0,39,39,0
2021-04-16T03:00:00Z,0,79,79,0
2021-04-16T04:00:00Z,0,121,121,0
2021-04-16T05:00:00Z,0,43,43,0
2021-04-16T06:00:00Z,0,265,265,1
2021-04-16T07:00:00Z,0,174,174,1
2021-04-16T08:00:00Z,0,81,81,1
2021-04-16T09:00:00Z,0,180,180,1
2021-04-16T10:00:00Z,0,489,489,1
2021-04-16T11:00:00Z,0,304,304,1
2021-04-16T12:00:00Z,0,668,668,1
2021-04-16T13:00:00Z,0,413,413,1
2021-04-16T14:00:00Z,0,691,691,1
2021-04-16T15:00:00Z,0,197,197,1
2021-04-16T16:00:00Z,154,0,154,1
2021-04-16T17:00:00Z,43,0,43,1
